hour,node_id,load,temp,storm_active,failed_in_next_hour
13,2,51,29.50063839804065,1,1
14,2,51,35.41920592123926,0,0
15,4,57,31.919754122099814,0,0
16,2,61,17.30612064703002,0,0
17,0,65,24.382082444747148,0,0
18,4,48,23.57050392063905,0,0
19,1,29,22.342702156069805,0,0
20,4,38,19.281883233407264,0,0
21,0,27,23.96286111978001,0,0
22,2,23,16.355595811618105,0,0
23,0,38,19.143612605787407,0,0
0,2,30,17.942401092271925,0,0
1,4,23,19.400149528731536,0,0
2,2,37,23.203849173438584,0,0
3,1,29,18.653035493808684,0,0
4,1,39,21.45312149509788,0,0
5,2,34,22.097564643525942,0,0
6,2,36,23.193919538610142,0,0
7,2,42,22.310264759854764,0,0
8,4,77,23.252214708721443,0,0
9,0,69,15.57567315102496,0,0
10,1,73,42.012875002758584,0,0
11,4,54,27.739704619870576,0,0
12,0,56,29.920201645460157,0,0
13,0,70,34.16398767977021,0,0
14,4,74,44.171943084053,0,0
15,3,65,44.809312325283386,1,0
16,4,79,22.815706923579764,0,0
17,0,62,23.085035331839386,0,0
18,3,42,24.212660278984117,0,0
19,1,40,23.54787909162487,0,0
20,1,42,15.992504416820017,0,0
21,1,28,17.30685465827606,0,0
22,3,24,16.666436813765273,0,0
23,2,35,20.342654425087993,0,0
0,1,33,21.90077859611078,0,0
1,2,37,16.438228044146165,0,0
2,4,22,19.745511046104816,0,0
3,0,28,24.30869495514099,0,0
4,1,35,19.789203094116203,0,0
5,1,31,21.494340548039812,0,0
6,1,49,20.593865239824854,0,0
7,3,20,20.460981295488512,0,0
8,0,77,17.190310309152583,0,0
9,0,61,22.718858106199697,0,0
10,0,55,43.544101246194415,0,0
11,1,62,37.47348073380944,0,0
12,4,68,38.42355563280611,0,0
13,4,70,29.277001611237644,0,0
14,4,75,34.73137185776113,0,0
15,4,67,28.335199672623197,1,0
16,0,68,17.2702428941056,0,0
17,4,53,20.47850308663165,0,0
18,3,24,16.542276648855832,0,0
19,4,23,22.188979775851337,0,0
20,2,28,15.39166209950016,0,0
21,3,27,22.566136452691275,0,0
22,1,41,20.14076984641574,0,0
23,4,46,23.848901519721256,0,0
0,1,28,15.35967397793369,0,0
1,4,38,19.957399033873113,0,0
2,1,27,23.797165635123523,0,0
3,4,32,20.266199956248848,0,0
4,4,46,16.879893341703962,0,0
5,2,27,21.20090181291133,0,0
6,0,35,24.963298942889903,0,0
7,2,22,17.892554877442763,0,0
8,3,73,19.720420339709936,0,0
9,0,60,24.604073439968303,0,0
10,0,63,32.91528486225952,0,0
11,0,67,42.53455706944684,0,0
12,2,50,33.88716214053782,0,0
13,0,61,38.52605526158232,0,0
14,4,66,31.99810472664485,1,0
15,2,62,44.18021332607697,0,0
16,0,73,21.4485675224074,0,0
17,0,52,19.200507066538517,0,0
18,1,37,21.36282284708806,0,0
19,4,23,17.22607643620201,0,0
20,1,44,23.089949255537455,0,0
21,2,48,18.862792935860764,0,0
22,4,43,24.879649326423873,0,0
23,4,21,21.10373081834592,0,0
0,2,30,21.328183327989787,0,0
1,2,38,16.843883271910958,0,0
2,3,27,23.864126726286454,0,0
3,0,22,24.202146240771082,0,0
4,3,34,18.368664389721097,0,0
5,3,46,15.570189876227897,0,0
6,1,35,20.27349271105286,0,0
7,0,43,21.086800721844323,0,0
8,1,61,16.81026261541082,0,0
9,2,61,15.394233219965786,0,0
10,1,76,31.355019443848494,0,0
11,3,66,27.7855806192791,0,0
12,2,68,28.582626296121582,0,0
13,0,63,31.324749771199706,0,0
14,2,72,42.20607379625298,0,0
15,4,73,31.168586393550036,0,0
16,1,56,18.2658163538459,0,0
17,3,58,16.48188475096471,0,0
18,0,25,17.24083493015822,0,0
19,3,25,16.362253774759534,0,0
20,2,34,20.824368036971272,0,0
21,4,48,23.916916602836142,0,0
22,3,25,20.427300230218616,0,0
23,3,47,21.390797888990818,0,0
0,0,25,23.534582204100808,0,0
1,0,47,17.177651331496353,0,0
2,3,44,15.581138506739428,0,0
3,1,26,22.425407454021602,0,0
4,2,24,16.779589332097288,0,0
5,3,40,21.67878255377096,0,0
6,3,33,18.616356958523976,0,0
7,3,24,18.235201764317978,0,0
8,4,56,24.434453272284227,1,0
9,0,71,24.773157175111322,0,0
10,2,63,31.627143660678527,0,0
11,2,54,29.269134505490303,0,0
12,0,57,30.87602562583346,0,0
13,0,68,35.913896532496274,0,0
14,2,66,40.87781777244602,0,0
15,0,67,33.94660834677109,0,0
16,2,56,20.915956711444043,0,0
17,0,78,16.670262257590167,0,0
18,1,20,16.31363428266071,0,0
19,2,29,17.11505206783173,0,0
20,3,34,17.9190982274651,0,0
21,2,40,15.919038430103749,0,0
22,0,23,23.925757521066732,0,0
23,1,31,24.291651308703482,0,0
0,4,43,21.305553871239656,0,0
1,3,45,23.514509672771126,0,0
2,1,24,21.02091696198589,0,0
3,0,43,16.390742465405694,0,0
4,0,49,16.217150157059223,0,0
5,4,33,15.025072550593638,0,0
6,4,41,20.299781628603974,0,0
7,1,39,17.9597012204661,0,0
8,2,50,18.897583988533615,0,0
9,0,64,22.54030298044355,0,0
10,2,59,41.86980173591466,0,0
11,4,63,28.373975240241304,0,0
12,3,59,35.91234393702129,0,0
13,2,77,29.599661315671003,0,0
14,3,57,35.138892023738194,0,0
15,3,79,26.73020341977999,0,0
16,2,51,19.707614582681106,0,0
17,1,62,15.495826326471278,0,0
18,4,48,23.98254382522628,0,0
19,4,36,17.855411892772302,0,0
20,1,40,22.374267258552287,1,0
21,0,39,18.29633445307043,0,0
22,1,49,16.50594016059404,0,0
23,3,21,20.61522200227971,0,0
0,1,20,20.09158142863303,0,0
1,1,25,24.60687415484688,0,0
2,0,41,24.33471623558607,0,0
3,0,46,24.668257318039178,0,0
4,2,29,19.92816769005891,0,0
5,1,42,22.523053465609262,0,0
